City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
159,Iracoubo,GF,80.55,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
160,Nhulunbuy,AU,77.61,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
161,Touros,BR,77.05,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
162,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
164,Saint-Augustin,CA,68.86,broken clouds,51.226,-58.6502,
165,Marienburg,PL,63.88,overcast clouds,54.0359,19.0266,Hotel Centrum Malbork
166,Belmonte,BR,72.21,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
167,Outram,MY,77.18,broken clouds,1.2829,103.8379,Grand Copthorne Waterfront
168,Port Keats,AU,69.87,few clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
171,Japura,ID,73.26,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
173,Cervo,ES,66.96,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
174,Villarrica,PY,77.25,clear sky,-25.75,-56.4333,Mansión Reljuv Tours SA
176,Petrodvorets,RU,62.89,broken clouds,59.885,29.8958,New Peterhof Hotel
180,Hasaki,JP,81.28,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
181,Raga,SS,69.04,scattered clouds,8.4596,25.678,
182,Maple Creek,CA,77.41,clear sky,49.9168,-109.4848,Willowbend Campground & Cabins
183,Sembe,CG,75.29,broken clouds,1.6481,14.5806,
184,Vila Franca Do Campo,PT,73.81,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
185,Katsuura,JP,80.67,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
186,Vanimo,PG,77.59,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
188,Qandala,SO,89.82,clear sky,11.472,49.8728,
189,Sao Filipe,CV,78.33,light rain,14.8961,-24.4956,Hotel Xaguate
190,Cururupu,BR,77.99,few clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
191,Samarai,PG,81.09,scattered clouds,-10.6167,150.6667,Nuli Sapi
192,Fare,PF,78.4,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
194,Faya,SA,62.71,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
195,Avarua,CK,77.05,broken clouds,-21.2078,-159.775,Paradise Inn
198,Bengkulu,ID,74.25,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
200,Natal,BR,77.22,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
201,Rantauprapat,ID,72.66,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
202,Zyryanka,RU,62.69,light rain,65.75,150.85,
203,Guerrero Negro,MX,80.96,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
204,Quang Ngai,VN,76.66,light rain,15.1167,108.8,Central Hotel
205,Manado,ID,74.17,few clouds,1.487,124.8455,Aryaduta Hotel
206,Mukilteo,US,83.61,scattered clouds,47.9445,-122.3046,Silver Cloud Inn - Mukilteo Waterfront
207,Kandrian,PG,79.3,broken clouds,-6.2167,149.55,Kandrian Station
208,Kodiak,US,65.71,few clouds,57.79,-152.4072,Best Western Kodiak Inn
209,Chernyy Yar,RU,80.04,scattered clouds,48.0624,46.1091,Stanitsa Chernoyarskaya
210,Hermon,US,82.35,scattered clouds,44.8101,-68.9134,Pumpkin Patch RV Resort
211,Akyab,MM,81.68,overcast clouds,20.15,92.9,Hotel Memory
214,Jiaohe,CN,70.83,few clouds,43.7286,127.3447,Home Inn Fashion Hotel
215,Quibor,VE,76.17,overcast clouds,9.9287,-69.6201,Hostería Valle de Quibor
216,Mandalgovi,MN,70.14,clear sky,45.7625,106.2708,В.Ганбат
217,Bethel,US,89.69,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
218,Barreirinhas,BR,78.75,scattered clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
219,Dasoguz,TM,80.55,clear sky,41.8363,59.9666,Hotel Erik
220,Zeya,RU,62.6,broken clouds,53.75,127.2667,Kapital Inn
221,Kampli,IN,78.19,overcast clouds,15.4,76.6167,Government Hostel Kampli
222,Petapa,GT,81.25,broken clouds,14.5028,-90.5517,La Visión del Espíritu Santo
224,Mumford,GH,72.46,few clouds,5.2618,-0.759,Spanish Villa
225,Nizhniy Kuranakh,RU,62.46,overcast clouds,58.8353,125.4869,Park Pobedy
226,Leticia,CO,84.25,broken clouds,-4.2153,-69.9406,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
227,Merauke,ID,75.99,broken clouds,-8.4667,140.3333,
231,Lorengau,PG,81.95,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
233,Yarada,IN,82.72,mist,17.65,83.2667,Yarada Jungle Beach Resorts
235,Kapoeta,SS,70.09,broken clouds,4.7717,33.5903,Eastgate Hotel
241,Komsomolskoye,RU,62.56,broken clouds,55.2567,47.5461,"Gostinyy Dvor ""Oazis"""
242,Vao,NC,73.17,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
243,Butterworth,MY,79.0,light rain,5.3991,100.3638,Cititel Penang
244,Porto Novo,BJ,75.02,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
247,Carutapera,BR,78.96,moderate rain,-1.195,-46.02,Lidera
249,Angoche,MZ,72.28,few clouds,-16.2325,39.9086,Guest House HESADA
250,High Level,CA,68.11,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
253,Tenenkou,ML,87.94,overcast clouds,14.4572,-4.9169,
254,Lata,PT,64.31,clear sky,40.1629,-8.3327,Casa Maquia
255,Tarauaca,BR,83.14,overcast clouds,-8.1614,-70.7656,Flat Temporada
256,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
257,Montrose,US,81.81,scattered clouds,38.4166,-108.2673,
258,Cabras,IT,76.19,clear sky,39.93,8.5314,Hotel Villa Canu
260,Savinka,RU,72.97,clear sky,50.0785,47.0994,
261,Bairiki,KI,84.2,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
263,Kushmurun,KZ,64.18,scattered clouds,52.4503,64.6311,Gostinitsa Pri Depo
264,Sherlovaya Gora,RU,63.66,overcast clouds,50.5667,116.25,
266,Richards Bay,ZA,64.35,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
267,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,Atlantis Hotel
268,Luena,AO,62.96,few clouds,-11.7833,19.9167,Hotel Kandamba
270,Januaria,BR,78.76,clear sky,-15.4833,-44.3667,Hotel Paraguassu
271,Pisco,PE,64.45,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
272,Carnarvon,AU,66.45,overcast clouds,-24.8667,113.6333,Hospitality Carnarvon
273,Menongue,AO,63.68,overcast clouds,-14.6585,17.691,Ritz Lauca
275,Najran,SA,77.65,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
277,Santa Maria Del Tule,MX,81.95,overcast clouds,17.0333,-96.6167,Rancho Pitaya B & B
278,Grand Gaube,MU,68.4,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
279,Asau,RO,61.72,clear sky,46.4333,26.4,Casa Mika Ciobanus
281,Ailigandi,PA,80.91,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
283,Namwala,ZM,61.79,clear sky,-15.7504,26.4384,Corner Point Lodge
284,Bandiagara,ML,86.72,overcast clouds,14.3501,-3.6104,Hotel de la Falaise
286,Turbat,PK,84.15,broken clouds,26.0023,63.044,Mubashar Quarters
289,Oksovskiy,RU,62.64,overcast clouds,62.6062,39.8984,Hotel Severoonezhsk
292,Neiafu,TO,77.68,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
294,Dingle,PH,75.9,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
298,Sao Miguel Do Araguaia,BR,86.41,clear sky,-13.275,-50.1628,Hotel Executivo Palace
299,Srandakan,ID,74.17,overcast clouds,-7.9386,110.2506,Puri Brata
300,Talaya,RU,64.29,overcast clouds,61.3833,152.75,
302,Oktyabrskoye,RU,68.14,clear sky,43.0645,44.7417,Prolesok Mini-hotel
303,Slavyanka,RU,71.94,broken clouds,42.8633,131.3847,"Gostevoy Dom, ""Nattalika"""
306,Aleksandrovka,UA,66.29,scattered clouds,46.8383,32.7612,
307,Ciudad Bolivar,VE,81.36,overcast clouds,8.1222,-63.5497,Hotel Edi
311,Aksarayskiy,RU,78.04,few clouds,46.7924,48.0119,
313,Khairpur,PK,87.8,clear sky,27.5295,68.7617,Mehran University SZAB Campus Hostel 2
314,Bandarbeyla,SO,75.61,scattered clouds,9.4942,50.8122,JABIR HOTEL
316,Itatiaia,BR,64.98,clear sky,-22.4961,-44.5633,La Ponsa
318,Yendi,GH,72.03,overcast clouds,9.4427,-0.0099,Eyarro Lodge
320,Yumen,CN,69.67,few clouds,40.2833,97.2,
321,Dekar,BW,61.61,broken clouds,-21.5333,21.9333,
322,Dauphin,CA,78.94,few clouds,51.1494,-100.0502,Canway Inn & Suites
323,Sikasso,ML,72.7,light rain,10.9167,-7.0,
324,Morondava,MG,69.91,clear sky,-20.2833,44.2833,La Case Bambou
327,Marawi,PH,67.75,broken clouds,7.9986,124.2928,Derogongan Residence
330,Vredendal,ZA,60.04,overcast clouds,-31.6683,18.5012,Tharrakamma Guest House
331,Manadhoo,MV,81.1,overcast clouds,5.7667,73.3833,Bon Abri maldives
338,Ust-Tsilma,RU,60.85,broken clouds,65.441,52.1498,U Praskov'i
339,Teknaf,BD,79.97,light rain,20.8624,92.3058,Forestry Guesthouse
341,Uthal,PK,82.45,broken clouds,25.8072,66.6219,Al-Mustafa Hotel
342,Finschhafen,PG,80.78,scattered clouds,-6.6024,147.8681,Cossam Guest House
344,Cotusca,RO,64.58,clear sky,48.1333,26.85,
345,Taksimo,RU,65.03,light rain,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
346,Vale,GE,63.79,few clouds,41.6156,42.8722,Arali Guest House
347,Port Blair,IN,78.58,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
349,Roebourne,AU,64.44,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
351,Victoria,HK,85.32,overcast clouds,22.2855,114.1577,Mini Central
352,Larsnes,NO,60.62,overcast clouds,62.2028,5.5773,Liset Feriesenter AS
354,Annau,TM,80.1,broken clouds,37.8876,58.516,"Гостиница ""Уссат инженер"""
355,Kurchum,KZ,64.36,clear sky,48.5722,83.6542,"""Kneda"" Hotel"
356,Alofi,NU,78.69,scattered clouds,-19.0595,-169.9187,Taloa Heights
358,Suntar,RU,64.6,broken clouds,62.1444,117.6319,Гостевая квартира
359,Port Hedland,AU,66.25,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
360,Marsh Harbour,BS,83.28,clear sky,26.5412,-77.0636,Abaco Beach Resort
361,Mackay,AU,61.68,clear sky,-21.15,149.2,International Lodge Motel
362,Vangaindrano,MG,64.54,overcast clouds,-23.35,47.6,Hotel Fanilo
364,Salalah,OM,77.09,light intensity drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
365,Vila Velha,BR,75.15,few clouds,-20.3297,-40.2925,Hotel Vitória Palace
366,Aktau,KZ,77.58,clear sky,43.65,51.2,Silk Way Hotel
368,Lubao,PH,78.51,overcast clouds,14.9167,120.55,Hacienda Gracia
369,Tabas,IR,86.65,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
370,Mackenzie,CA,68.22,broken clouds,55.2999,-123.1698,Hilton Shop
371,Tarija,BO,71.51,clear sky,-21.5355,-64.7296,Hostal Granny
373,Cabedelo,BR,75.87,clear sky,-6.9811,-34.8339,Pousada Camboinha
374,Vilhena,BR,86.22,clear sky,-12.7406,-60.1458,Hotel Mirage
376,Bayir,TR,70.32,clear sky,37.2687,28.2167,Hotel Babadag
377,Luyang,CN,77.9,broken clouds,27.6239,110.0989,Zhijia Fashion Hotel
378,Kamaishi,JP,73.49,moderate rain,39.2667,141.8833,Hotel Route Inn Kamaishi
379,Umkomaas,ZA,61.68,clear sky,-30.2067,30.7978,The Norwegian Lodge
380,Fiumicino,IT,84.63,clear sky,41.7675,12.2291,Hotel Al Porticciolo
381,Labuhan,ID,75.52,scattered clouds,-6.8844,112.2051,DoubleFAG
382,Ulaangom,MN,62.29,few clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
383,Lasa,IT,68.88,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
384,Sept-Iles,CA,69.06,overcast clouds,50.2001,-66.3821,Comfort Inn
385,Maumere,ID,74.61,scattered clouds,-8.6199,122.2111,Sylvia Hotel
387,Voh,NC,75.04,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
388,Biak,ID,74.44,overcast clouds,-0.9131,122.8766,Penginapan Kim
390,Karratha,AU,63.52,clear sky,-20.7377,116.8463,ibis Styles Karratha
394,Cotonou,BJ,75.18,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
395,Wanning,CN,80.6,overcast clouds,18.8003,110.3967,Paradise Hotel
396,Campbell River,CA,73.45,scattered clouds,50.0163,-125.2446,Anchor Inn & Suites
397,Hithadhoo,MV,80.08,broken clouds,-0.6,73.0833,Scoop Guest House
399,Mantang,PH,78.46,overcast clouds,11.87,125.4283,Kintoy's Clubhouse
401,Traverse City,US,84.83,few clouds,44.7631,-85.6206,Bayshore Resort
402,Elko,US,88.05,scattered clouds,41.0002,-115.5012,
403,Lobito,AO,66.74,overcast clouds,-12.3481,13.5456,Casa Rosa Hotel Residence
404,Iluppur,IN,78.15,light rain,10.5135,78.6236,Inamkulathur latheef biriyani
405,Ziarat,PK,62.47,clear sky,30.3823,67.7282,Pakiza Guest House ziarat
407,San Cristobal,VE,77.18,broken clouds,7.7669,-72.225,Pirineos
409,Palestrina,IT,79.48,scattered clouds,41.8355,12.889,Altavista
410,Ouango,CF,72.39,overcast clouds,4.3133,22.5552,
411,Jalu,LY,83.07,clear sky,29.0331,21.5482,صاحبة الفخامة
412,Harda,IN,77.72,heavy intensity rain,22.3333,77.1,OYO 67581 Samaroh Parisar
413,Poum,NC,74.97,broken clouds,-20.2333,164.0167,
414,Keti Bandar,PK,81.75,overcast clouds,24.1447,67.4497,Haji laloo memon house
415,Camacha,PT,67.42,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
416,Puerto Carreno,CO,87.78,scattered clouds,6.189,-67.4859,Casa Hotel Victoria
419,Kieta,PG,82.49,light rain,-6.2167,155.6333,Uruna Bay Retreat
421,Birjand,IR,73.87,clear sky,32.8663,59.2211,Birjand Tourist Hotel
422,Luwuk,ID,75.47,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
423,Hubli,IN,72.86,overcast clouds,15.35,75.1667,Hotel Swathi
424,Limoges,FR,79.36,clear sky,45.75,1.3333,La Gratade
425,Fort Nelson,CA,71.19,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
427,Ilheus,BR,76.82,scattered clouds,-14.7889,-39.0494,Barravento Hotel
434,Buritama,BR,82.51,few clouds,-21.0661,-50.1472,Rancho Do Presidente - Buritama - SP
435,Marang,MY,76.93,overcast clouds,5.2056,103.2059,DBarakah Homestay
437,Shahreza,IR,77.05,scattered clouds,32.0339,51.8794,خوابگاه
439,Parana,AR,64.45,overcast clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
440,Amahai,ID,75.97,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
441,Kutum,SD,68.47,moderate rain,14.2,24.6667,Dibbo areaمنطقة دبو
444,Joshimath,IN,70.3,overcast clouds,30.5667,79.5667,Shivalik Camps & Resort
445,Maceio,BR,74.64,moderate rain,-9.6658,-35.7353,Hotel Ponta Verde Maceió
447,Bonavista,CA,67.23,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
449,Temir,KZ,70.84,scattered clouds,49.1414,57.13,
450,Hamilton,US,89.22,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
451,Spodnja Idrija,SI,74.97,clear sky,46.0319,14.0272,Hotel Jožef
452,Poopo,BO,61.57,clear sky,-18.3667,-66.9667,turistico HOTEL
453,Jutai,BR,76.53,light rain,-5.1833,-68.9,
454,Tukrah,LY,79.38,clear sky,32.5341,20.5791,Lagrota restaurant
456,Puerto Del Rosario,ES,80.35,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
457,Bereznik,RU,63.66,overcast clouds,62.8551,42.7072,coastal Hotel
458,Palmer,US,88.5,broken clouds,42.1584,-72.3287,Wedgewood Motel
459,Itarema,BR,78.55,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
460,Wahiawa,US,80.87,broken clouds,21.5028,-158.0236,The Inn At Schofield
461,Beaverlodge,CA,65.55,broken clouds,55.2166,-119.4361,Side Trax Inn
462,Iquique,CL,60.84,scattered clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
463,Nishihara,JP,81.68,few clouds,26.1842,127.7558,Minshuku Agaihama
464,Ternate,ID,78.76,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
465,Orocue,CO,74.57,overcast clouds,4.7912,-71.3354,Hotel Brisas de San Miguel
469,Ferrol,ES,69.71,clear sky,43.4832,-8.2369,Hotel Spa Sercotel Odeón
470,Bemidji,US,80.91,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
471,Gombe,NG,69.48,light rain,10.2897,11.1673,Custodian Hotel Gombe
474,Dubasari,MD,68.79,few clouds,47.2631,29.1608,Днестровский Сад
475,Tambura,SS,67.1,scattered clouds,5.6,27.4667,Rikito Lodge
477,Kouroussa,GN,70.41,light rain,10.65,-9.8833,Hotel Tando Plus
478,Goure,NE,80.85,overcast clouds,13.9835,10.2704,
479,Nouadhibou,MR,75.18,few clouds,20.931,-17.0347,El Medina
481,Sao Jose Da Coroa Grande,BR,75.09,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
483,Bouloupari,NC,73.31,overcast clouds,-21.8667,166.05,Oua-Ya Lodge
484,Marsa Matruh,EG,80.8,clear sky,31.3525,27.2453,Beau Site
485,Daro,GN,66.2,scattered clouds,8.5185,-9.569,
486,Huilong,CN,82.92,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
489,Villefranche-Sur-Saone,FR,77.77,few clouds,45.9833,4.7167,Hôtel Restaurant Campanile Villefranche-sur-Saône
491,Tulsipur,NP,73.85,overcast clouds,28.131,82.2973,Ekanta Hotel Pvt. Ltd
492,Soller,ES,85.62,clear sky,39.7662,2.7152,Hotel Marina & Wellness Spa
493,Mali,GN,60.96,moderate rain,12.079,-12.2982,Hotel La Dame de Mali
497,Ucluelet,CA,61.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
499,Sobolevo,RU,61.93,overcast clouds,54.4299,31.8996,
501,Sao Cristovao,BR,78.71,broken clouds,-11.0147,-37.2064,Hotel deimar
504,Maragogi,BR,74.84,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
506,Beaufort,MY,74.39,overcast clouds,5.3473,115.7455,The Gem Hotel Beaufort
507,Bonthe,SL,75.33,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
508,Marand,IR,77.56,broken clouds,38.4329,45.7749,کوچه صفا
509,Taguatinga,BR,80.96,scattered clouds,-12.3857,-46.5711,
511,Gomel,BY,65.82,overcast clouds,52.4345,30.9754,Turyst
512,Corn Island,NI,81.07,moderate rain,12.1694,-83.0418,Big Fish Guest House
513,Eyl,SO,76.17,clear sky,7.9803,49.8164,Amiin Hotel
514,Harper,LR,75.49,overcast clouds,4.375,-7.7169,Screensaver
515,Waddan,LY,82.15,clear sky,29.1614,16.139,محل الشريف محمد العايب
